trade_date,股票代码,open,close,high,low,vol,amount,amp,pct_chg,change,turnover_rate
2025-08-13,600519,1368.75,1363.99,1377.09,1363.95,6552754,8969071.88,0.96,-1.18,-16.32,4.853708357462429
2025-08-14,600519,1364.85,1370.66,1390.37,1364.85,4812930,6568921.19,1.87,0.49,6.67,3.564998558603245
2025-08-15,600519,1369.72,1365.94,1372.26,1364.16,4758165,6517346.72,0.59,-0.33999999999999997,-4.72,3.524433425500975
2025-08-18,600519,1370.66,1372.11,1379.93,1366.92,4737798,6493909.39,0.95,0.44999999999999996,6.17,3.50934732916401
2025-08-19,600519,1376.91,1381.24,1389.55,1375.47,4637186,6385001.07,1.02,0.67,9.12,3.434822739157883
2025-08-20,600519,1381.24,1392.76,1395.45,1373.57,4580466,6326700.75,1.58,0.83,11.53,3.3928095126526188
2025-08-21,600519,1396.08,1391.08,1397.55,1386.66,3089057,4312556.02,0.78,-0.12,-1.68,2.288103868629559
2025-08-22,600519,1391.69,1406.16,1406.21,1387.74,4497058,6258491.33,1.33,1.08,15.08,3.3310281445928345
2025-08-25,600519,1411.98,1431.5,1436.95,1408.13,6532455,9223706.86,2.04,1.7999999999999998,25.34,4.838672629591654
2025-08-26,600519,1431.49,1423.12,1435.25,1421.59,3960213,5669004.98,0.95,-0.59,-8.38,2.9333802147053523
2025-08-27,600519,1423.38,1390.84,1426.31,1390.84,5600609,7971812.63,2.49,-2.27,-32.28,4.148442427440324
2025-08-28,600519,1390.81,1389.02,1398.62,1381.97,3928177,5463354.45,1.2,-0.13,-1.83,2.90965074142745
2025-08-29,600519,1395.64,1421.58,1424.06,1394.68,6225648,8688782.62,2.1,2.34,32.56,4.611416776552157
2025-09-01,600519,1423.69,1417.83,1429.26,1407.84,4512338,6424172.65,1.5,-0.26,-3.75,3.342346235231065
2025-09-02,600519,1420.29,1432.43,1449.43,1419.66,5668837,8051393.76,2.1,1.03,14.6,4.1989797761356895
2025-09-03,600519,1432.14,1422.11,1444.15,1408.13,4504503,6451092.58,2.52,-0.72,-10.33,3.336542750928019
2025-09-04,600519,1413.89,1414.53,1420.91,1402.82,4774676,6750881.55,1.28,-0.53,-7.58,3.5366633335198117
2025-09-05,600519,1412.93,1424.46,1428.27,1406.21,3738848,5282740.08,1.56,0.7000000000000001,9.93,2.769412339434944
2025-09-08,600519,1424.46,1441.97,1446.97,1419.18,5138298,7319294.23,1.95,1.23,17.51,3.8060027807746915
2025-09-09,600519,1445.59,1445.59,1450.35,1434.47,3574277,5166940.71,1.1,0.25,3.62,2.6475125034124183
2025-09-10,600519,1447.18,1461.93,1469.56,1436.95,4966331,7187199.32,2.25,1.13,16.34,3.678624633341148
2025-09-11,600519,1461.93,1463.36,1465.78,1448.95,3723896,5444071.31,1.15,0.1,1.43,2.7583372025748116
2025-09-12,600519,1465.76,1456.16,1477.31,1450.9,3372209,4942854.13,1.8,-0.49,-7.2,2.497838161849204
2025-09-15,600519,1456.03,1455.29,1457.58,1442.23,2582703,3760496.59,1.05,-0.06,-0.86,1.9130410108396085
2025-09-16,600519,1455.29,1440.77,1460.95,1437.15,3271789,4761407.75,1.64,-1.0,-14.52,2.423455788688793
2025-09-17,600519,1440.78,1434.06,1450.66,1431.19,3033054,4369957.93,1.35,-0.47000000000000003,-6.7,2.2466217331575167
2025-09-18,600519,1433.1,1410.01,1438.67,1405.73,4972125,7125570.42,2.3,-1.68,-24.05,3.682916322945723
2025-09-19,600519,1410.04,1410.02,1417.26,1399.49,3263662,4601898.69,1.26,0.0,0.01,2.4174360162662207
2025-09-22,600519,1407.26,1395.98,1410.02,1392.77,3494708,4917948.12,1.23,-1.0,-14.04,2.5885747315542154
2025-09-23,600519,1393.24,1390.28,1399.97,1383.16,3866300,5386690.86,1.21,-0.41000000000000003,-5.7,2.863817659331785
2025-09-24,600519,1377.46,1385.08,1399.27,1377.46,3074350,4234794.93,1.58,-0.37,-5.21,2.2772102063902624
2025-09-25,600519,1385.87,1382.2,1388.16,1379.31,3386973,4693919.75,0.64,-0.21,-2.88,2.5087740447145723
2025-09-26,600519,1384.29,1378.35,1389.99,1371.64,4512071,6246013.57,1.33,-0.27999999999999997,-3.84,3.342148464929991
2025-09-29,600519,1382.56,1403.19,1411.96,1378.35,5368403,7422143.59,2.43,1.7999999999999998,24.84,3.97644448537613
2025-09-30,600519,1402.37,1386.99,1403.1,1383.16,3936362,5520223.82,1.42,-1.15,-16.2,2.9157134751888325
2025-10-09,600519,1379.31,1380.06,1382.56,1363.95,5491812,7574933.82,1.35,-0.5,-6.93,4.067855103672816
2025-10-10,600519,1380.85,1373.55,1383.1,1371.15,3600144,4971262.42,0.87,-0.47000000000000003,-6.51,2.6666725198089565
2025-10-13,600519,1359.82,1363.18,1366.68,1359.26,4606880,6264506.41,0.55,-0.76,-10.37,3.4123746989169006
2025-10-14,600519,1373.54,1393.74,1406.21,1373.54,6667233,9157720.14,2.38,2.2399999999999998,30.56,4.9385044110078455
2025-10-15,600519,1393.7,1404.29,1405.25,1388.04,4278540,5963013.85,1.24,0.76,10.55,3.1691690784878084
2025-10-16,600519,1404.21,1426.29,1426.33,1401.29,4573015,6421478.48,1.78,1.5699999999999998,22.01,3.387290462041006
2025-10-17,600519,1424.55,1397.56,1429.26,1396.63,3808589,5425544.29,2.29,-2.01,-28.73,2.8210703865030604
2025-10-20,600519,1397.56,1400.38,1411.49,1397.45,2594988,3626662.51,1.0,0.2,2.81,1.9221406668272167
2025-10-21,600519,1401.41,1404.54,1411.91,1398.04,2544267,3565551.74,0.99,0.3,4.16,1.8845709760378404
2025-10-22,600519,1404.36,1401.12,1407.87,1398.52,1819492,2555230.19,0.67,-0.24,-3.42,1.3477209012784592
2025-10-23,600519,1397.56,1410.03,1410.82,1390.07,2932235,4097986.49,1.48,0.64,8.91,2.171943815614602
2025-10-24,600519,1410.0,1392.76,1420.5,1392.13,3822583,5389852.94,2.01,-1.22,-17.27,2.8314359205600885
2025-10-27,600519,1383.16,1383.55,1395.15,1379.3,3710239,5131840.53,1.15,-0.66,-9.21,2.7482212887105244
2025-10-28,600519,1385.08,1387.96,1393.91,1384.21,2712433,3756929.67,0.7,0.32,4.41,2.00913367435385
2025-10-29,600519,1383.18,1375.38,1389.45,1373.59,3393711,4694098.11,1.15,-0.91,-12.58,2.513764967143918
2025-10-30,600519,1365.68,1370.42,1379.92,1365.68,4745610,6481005.33,1.04,-0.36,-4.96,3.515133777074079
2025-10-31,600519,1365.87,1373.56,1379.29,1364.05,3569377,4875293.73,1.12,0.22999999999999998,3.14,2.643883010995708
2025-11-03,600519,1374.51,1378.35,1390.84,1364.04,3454766,4748615.72,1.95,0.35000000000000003,4.79,2.5589891833688623
2025-11-04,600519,1378.45,1372.59,1379.1,1367.58,2656572,3661950.7,0.84,-0.42,-5.76,1.9677567200906183
2025-11-05,600519,1369.6,1364.02,1374.5,1363.96,3447527,4721744.32,0.77,-0.62,-8.57,2.5536271638577266
2025-11-06,600519,1373.55,1378.48,1384.55,1373.54,3834782,5267269.18,0.8,1.06,14.46,2.84047187525222
2025-11-07,600519,1378.46,1376.75,1382.95,1374.62,1886139,2599966.03,0.6,-0.13,-1.73,1.3970871831348817
2025-11-10,600519,1378.35,1404.58,1405.91,1378.33,4945154,6816171.14,2.0,2.02,27.83,3.662938559686318
2025-11-11,600519,1404.29,1401.4,1404.46,1389.88,2669156,3748263.2,1.04,-0.22999999999999998,-3.18,1.9770778491869199
2025-11-12,600519,1402.35,1407.31,1420.0,1401.61,3299210,4626639.36,1.31,0.42,5.92,2.443766872680345
2025-11-13,600519,1404.4,1412.34,1415.41,1400.45,3117923,4378820.69,1.07,0.36,5.02,2.309485282527671
2025-11-14,600519,1411.97,1399.1,1420.57,1398.81,2747306,3879119.18,1.54,-0.9400000000000001,-13.24,2.0349645496697533
2025-11-17,600519,1396.6,1412.93,1414.85,1388.72,3446221,4813004.96,1.87,0.9900000000000001,13.83,2.5526597930217627
2025-11-18,600519,1412.64,1417.74,1427.41,1411.01,3420478,4831919.09,1.16,0.33999999999999997,4.8,2.5335916250047497
2025-11-19,600519,1415.81,1412.94,1421.13,1411.93,2204537,3121214.84,0.65,-0.33999999999999997,-4.79,1.632928637521743
2025-11-20,600519,1413.89,1409.2,1421.48,1407.2,2400232,3393671.58,1.01,-0.27,-3.75,1.7778824168050198
2025-11-21,600519,1412.45,1408.71,1421.58,1398.52,4260720,6018064.07,1.63,-0.03,-0.49,3.155969577494794
2025-11-24,600519,1409.09,1394.68,1412.93,1393.85,3360744,4735592.43,1.35,-1.0,-14.02,2.489345890306841
2025-11-25,600519,1400.45,1387.62,1400.45,1387.48,2844069,3982964.46,0.93,-0.51,-7.06,2.106638136346918
2025-11-26,600519,1391.69,1391.95,1396.11,1386.59,2030616,2825979.51,0.68,0.31,4.32,1.5041031373979439
2025-11-27,600519,1392.28,1390.17,1392.76,1382.23,2228689,3102962.07,0.76,-0.13,-1.78,1.6508183315724323
2025-11-28,600519,1389.4,1393.24,1398.04,1386.04,2321121,3224964.87,0.86,0.22,3.07,1.7192838913808681
2025-12-01,600519,1393.72,1390.84,1404.55,1385.08,2733342,3809519.29,1.4,-0.16999999999999998,-2.4,2.024621236994868
2025-12-02,600519,1390.84,1379.34,1394.61,1378.37,2504726,3483674.3,1.17,-0.83,-11.5,1.8552824536604668
2025-12-03,600519,1379.13,1372.69,1379.29,1371.63,2357279,3250998.55,0.56,-0.48,-6.66,1.7460665825652355
2025-12-04,600519,1372.69,1367.77,1375.95,1362.39,2907539,3991139.71,0.99,-0.36,-4.92,2.1536511738343838
2025-12-05,600519,1367.77,1373.56,1376.52,1363.47,2540166,3474359.48,0.95,0.42,5.79,1.8815333130988754
2025-12-08,600519,1372.78,1362.24,1379.96,1362.02,3360280,4612934.02,1.31,-0.8200000000000001,-11.32,2.489002199596361
2025-12-09,600519,1362.25,1345.71,1364.91,1344.78,4263443,5807856.73,1.48,-1.21,-16.53,3.1579865382806513
2025-12-10,600519,1344.74,1347.42,1347.42,1328.58,3313347,4455574.63,1.4,0.13,1.72,2.4542383286589224
2025-12-11,600519,1351.13,1356.25,1356.25,1346.22,2238501,3024511.22,0.74,0.66,8.83,1.6580862049587095
2025-12-12,600519,1362.02,1364.57,1368.75,1357.77,3715919,5061173.74,0.81,0.61,8.32,2.7524285370629555
2025-12-15,600519,1382.76,1369.71,1383.15,1369.3,3335879,4612728.35,1.0,0.38,5.14,2.470928068073883
2025-12-16,600519,1369.9,1365.87,1372.38,1359.14,2396367,3282785.5,0.97,-0.27999999999999997,-3.84,1.7750195620722473
2025-12-17,600519,1368.75,1376.53,1383.1,1361.72,3138249,4295473.47,1.56,0.7799999999999999,10.66,2.324541009642375
2025-12-18,600519,1376.91,1374.51,1382.08,1369.81,1782995,2455028.83,0.89,-0.15,-2.02,1.320687108475875
2025-12-19,600519,1377.4,1377.4,1379.79,1368.62,2650868,3651306.3,0.81,0.21,2.89,1.9635316946324728
2025-12-22,600519,1377.4,1375.7,1381.44,1374.06,2042565,2813429.44,0.54,-0.12,-1.7,1.5129539139055495
2025-12-23,600519,1375.7,1375.31,1380.26,1364.89,2450681,3371403.0,1.12,-0.03,-0.39,1.8152506337296324
2025-12-24,600519,1372.51,1368.51,1373.84,1367.63,2518669,3456888.38,0.45,-0.49,-6.8,1.8656102113678519
2025-12-25,600519,1372.52,1381.47,1386.66,1368.98,2338621,3209794.39,1.29,0.95,12.96,1.7322463642976895
2025-12-26,600519,1381.47,1381.43,1386.33,1377.4,1780299,2459436.43,0.65,-0.0,-0.04,1.3186901469339463
2025-12-29,600519,1381.43,1369.59,1381.43,1368.61,2630810,3634292.38,0.93,-0.86,-11.85,1.9486744785315813
2025-12-30,600519,1368.61,1357.59,1369.49,1353.96,3379194,4624793.1,1.13,-0.88,-12.0,2.5030120403248612
2025-12-31,600519,1357.86,1345.34,1361.77,1345.33,3476563,4720695.07,1.21,-0.8999999999999999,-12.25,2.575134498921317
2026-01-05,600519,1352.98,1393.03,1398.77,1352.98,7094942,9599301.93,3.38,3.54,47.69,5.255313915509601
2026-01-06,600519,1399.43,1394.99,1403.75,1383.78,3958618,5539804.7,1.43,0.13999999999999999,1.96,2.9321987778880763
2026-01-07,600519,1399.75,1390.45,1401.82,1387.36,2968380,4154993.49,1.03,-0.33,-4.54,2.1987168775333736
2026-01-08,600519,1390.42,1379.65,1390.45,1375.58,2913454,4050930.5,1.07,-0.7799999999999999,-10.8,2.158032489680269
2026-01-09,600519,1384.24,1386.29,1395.57,1383.27,2984774,4131638.7,0.89,0.48,6.64,2.210860122161852
2026-01-12,600519,1386.29,1390.32,1397.91,1384.34,3608266,5002102.44,0.98,0.29,4.03,2.672688588667838
2026-01-13,600519,1393.8,1378.38,1396.47,1376.41,3916866,5459335.83,1.44,-0.86,-11.95,2.9012725396467554
2026-01-14,600519,1378.38,1365.69,1389.37,1363.9,5175797,7134200.35,1.85,-0.9199999999999999,-12.69,3.8337787677408564
2026-01-15,600519,1363.74,1356.78,1370.4,1356.48,4090714,5578684.53,1.02,-0.65,-8.91,3.0300439677406725
2026-01-16,600519,1362.75,1350.05,1365.19,1348.09,5512068,7511554.36,1.25,-0.5,-6.73,4.0828589808958515
2026-01-19,600519,1349.95,1344.19,1355.41,1343.21,4228640,5708452.11,0.9,-0.43,-5.86,3.1322075128564153
2026-01-20,600519,1347.61,1341.79,1349.64,1340.33,3648443,4916661.32,0.69,-0.18,-2.39,2.702448204346645
2026-01-21,600519,1341.8,1319.82,1342.62,1318.79,6451625,8656808.42,1.78,-1.6400000000000001,-21.97,4.778800818970701
2026-01-22,600519,1320.75,1309.08,1330.28,1306.56,5901089,7793868.81,1.8,-0.8099999999999999,-10.75,4.371011790985836
2026-01-23,600519,1309.12,1306.09,1316.83,1301.66,6194890,8109831.57,1.16,-0.22999999999999998,-2.99,4.5886339341535525
2026-01-26,600519,1309.52,1310.97,1323.67,1294.48,8016606,10497880.81,2.23,0.37,4.88,5.938002180561555
2026-01-27,600519,1313.88,1311.96,1322.4,1307.06,4841596,6361293.25,1.17,0.08,0.99,3.586231829953736
2026-01-28,600519,1311.99,1293.09,1315.57,1291.44,7621801,9999714.57,1.84,-1.44,-18.87,5.645565087994376
2026-01-29,600519,1304.13,1404.48,1411.59,1298.33,18953440,24717829.47,8.68,8.61,111.39,14.039054438891297
2026-01-30,600519,1401.82,1368.61,1401.82,1368.61,9447974,13244379.53,2.37,-2.55,-35.87,6.998234691076108
2026-02-02,600519,1392.05,1394.01,1424.86,1378.98,8572427,11933276.52,3.3,1.8599999999999999,25.4,6.349705875367301
2026-02-03,600519,1411.59,1440.82,1442.67,1409.67,8632066,12184947.15,2.34,3.36,46.81,6.393881242355089
2026-02-04,600519,1450.67,1489.74,1497.82,1439.92,10912293,15830094.08,3.99,3.4000000000000004,48.92,8.08287442702393
2026-02-05,600519,1484.86,1519.05,1528.82,1479.97,9162274,13604666.18,3.29,1.97,29.31,6.786613061799773
2026-02-06,600519,1519.05,1479.98,1531.75,1471.06,7896538,11995218.9,3.99,-2.5700000000000003,-39.07,5.849066283522875
2026-02-09,600519,1482.9,1489.7,1507.21,1478.5,5116846,7587787.44,1.94,0.66,9.72,3.790113011116883
2026-02-10,600519,1489.71,1470.01,1489.71,1461.9,3957596,5895678.28,1.87,-1.32,-19.69,2.931441769469734
2026-02-11,600519,1470.01,1469.55,1479.0,1461.41,3092846,4546509.66,1.2,-0.03,-0.46,2.2909104291942355
2026-02-12,600519,1465.51,1452.23,1468.07,1439.3,4624582,6777392.74,1.96,-1.18,-17.32,3.425486795806819
2026-02-13,600519,1452.23,1450.96,1472.94,1436.58,4167901,6052747.63,2.5,-0.09,-1.27,3.0872173618567116
2026-02-24,600519,1485.83,1432.89,1489.16,1429.76,4191253,6227505.85,4.0,-1.25,-18.07,3.104514485716918
2026-02-25,600519,1436.01,1457.17,1474.76,1433.94,3688067,5296112.14,2.84,1.69,24.29,2.731798205881281
2026-02-26,600519,1452.23,1432.31,1455.05,1430.81,3295801,4786258.24,1.67,-1.71,-24.86,2.4412417829561477
2026-02-27,600519,1433.07,1421.38,1442.08,1421.38,3216016,4608784.46,1.44,-0.76,-10.93,2.3821440171465147
2026-03-02,600519,1416.48,1406.81,1423.31,1403.44,3545386,5021952.2,1.4,-1.02,-14.57,2.6261125716958533
2026-03-03,600519,1406.8,1393.22,1419.28,1389.25,4589086,6455945.68,2.13,-0.97,-13.6,3.399194456455076
2026-03-04,600519,1382.28,1368.78,1390.1,1359.9,4801443,6636960.73,2.18,-1.7500000000000002,-24.43,3.5564899913806434
2026-03-05,600519,1373.49,1366.69,1380.29,1362.75,3050524,4189872.66,1.28,-0.15,-2.09,2.259561984692195
2026-03-06,600519,1362.75,1369.59,1374.96,1355.91,2915415,3972973.18,1.4,0.21,2.89,2.1594850273596915
2026-03-09,600519,1357.86,1364.7,1372.42,1351.22,3744162,5084057.73,1.56,-0.36,-4.88,2.7733484869252294
2026-03-10,600519,1372.42,1369.47,1376.9,1365.68,2462592,3379706.11,0.82,0.35000000000000003,4.77,1.8240732631531897
2026-03-11,600519,1370.55,1367.63,1373.48,1365.7,2445673,3351922.83,0.57,-0.13,-1.84,1.811541144337207
2026-03-12,600519,1362.75,1359.82,1371.49,1358.85,2758646,3759336.68,0.93,-0.5700000000000001,-7.82,2.0433642321198535
2026-03-13,600519,1360.29,1380.96,1384.84,1359.82,3360783,4571623.54,1.84,1.55,21.14,2.4893747781036266
2026-03-16,600519,1387.17,1426.42,1432.11,1387.17,6008635,8334992.03,3.24,3.29,45.46,4.450672483117978
2026-03-17,600519,1434.06,1450.67,1463.43,1427.41,4945361,7091940.96,2.51,1.7000000000000002,24.25,3.663091887223106
2026-03-18,600519,1454.57,1434.84,1461.9,1429.32,3555100,5171155.11,2.24,-1.09,-15.83,2.6333078552337965
2026-03-19,600519,1438.9,1419.28,1438.94,1412.57,3031859,4362555.65,1.83,-1.08,-15.56,2.2457365814354824
2026-03-20,600519,1419.37,1411.59,1428.69,1405.73,2613234,3709138.07,1.62,-0.54,-7.69,1.935655711446664
2026-03-23,600519,1400.19,1375.51,1401.82,1367.66,4725589,6616726.04,2.44,-2.56,-36.08,3.500303967344497
2026-03-24,600519,1383.26,1374.79,1384.81,1367.81,2856179,3950842.33,1.23,-0.05,-0.72,2.1156081676053584
2026-03-25,600519,1377.51,1377.66,1385.09,1368.62,2609346,3594394.28,1.2,0.21,2.87,1.9327758203209153
2026-03-26,600519,1376.42,1368.78,1381.21,1367.92,2309289,3178559.24,0.97,-0.64,-8.88,1.710519778263621
2026-03-27,600519,1367.63,1383.28,1393.03,1364.37,3008711,4114807.57,2.1,1.06,14.5,2.2285905629738494
2026-03-30,600519,1374.47,1387.17,1397.91,1370.09,2868459,3942609.79,2.02,0.27999999999999997,3.89,2.1247041200292767
2026-03-31,600519,1434.06,1416.48,1445.71,1414.92,6169066,8846806.45,2.15,2.11,29.31,4.569505768404753
2026-04-01,600519,1430.63,1425.7,1436.0,1419.29,2912514,4166731.17,1.17,0.65,9.22,2.157336219706451
2026-04-02,600519,1425.7,1426.13,1431.01,1418.53,2106437,3003141.05,0.88,0.03,0.43,1.560264717913733
2026-04-03,600519,1425.79,1426.24,1435.97,1421.36,2019373,2879211.8,1.02,0.01,0.12,1.4957753040834398
2026-04-07,600519,1426.29,1406.73,1436.01,1401.87,2415218,3444808.83,2.39,-1.37,-19.52,1.7889827378982475
2026-04-08,600519,1426.24,1431.15,1435.11,1418.56,3383610,4825854.27,1.16,1.7399999999999998,24.42,2.5062830277763286
2026-04-09,600519,1431.15,1426.72,1431.15,1414.03,2070476,2963157.99,1.2,-0.31,-4.43,1.5336279471387724
2026-04-10,600519,1425.4,1420.34,1425.96,1407.78,2886556,4114508.93,1.28,-0.44999999999999996,-6.38,2.138108798450746
2026-04-13,600519,1410.61,1409.94,1413.06,1399.87,2521364,3556671.8,0.93,-0.73,-10.4,1.8676064321970425
2026-04-14,600519,1409.25,1413.45,1415.11,1401.82,2423261,3414972.12,0.94,0.25,3.51,1.7949402904508185
2026-04-15,600519,1411.57,1433.57,1436.78,1408.66,3455348,4877470.6,1.99,1.4200000000000002,20.12,2.5594202781824387
2026-04-16,600519,1433.52,1429.02,1443.25,1426.24,2451284,3513969.43,1.19,-0.32,-4.55,1.815697283510709
2026-04-17,600519,1367.63,1374.7,1388.15,1367.5,9682499,13242089.48,1.51,-3.8,-54.31,7.171950345979967
2026-04-20,600519,1370.56,1378.27,1381.25,1367.63,3645139,4995889.21,0.99,0.26,3.57,2.7000008894599494
2026-04-21,600519,1378.38,1379.36,1387.07,1377.4,2175427,2998558.78,0.7,0.08,1.09,1.611366489715533
2026-04-22,600519,1382.28,1376.91,1386.19,1372.5,2691593,3720547.5,0.99,-0.18,-2.45,1.993697220891761
2026-04-23,600519,1375.45,1386.19,1386.88,1372.61,3770109,5185583.09,1.04,0.67,9.28,2.7925677603408157
2026-04-24,600519,1380.43,1424.77,1425.15,1380.43,5545531,7655209.51,3.24,2.78,38.58,4.107645451251028
2026-04-27,600519,1387.17,1370.76,1387.17,1369.78,7279774,10098277.34,1.25,-3.7900000000000005,-54.01,5.392221332318853
2026-04-28,600519,1369.59,1372.52,1376.8,1367.74,3400442,4657195.14,0.66,0.13,1.76,2.5187507045840967
2026-04-29,600519,1372.52,1368.77,1377.16,1367.9,3481313,4778157.17,0.67,-0.27,-3.74,2.578652884427311
2026-04-30,600519,1367.63,1352.77,1368.77,1348.09,5275267,7214621.29,1.51,-1.17,-16.0,3.9074574638000685
2026-05-06,600519,1333.54,1343.21,1347.12,1328.61,4780604,6375118.73,1.39,-0.7100000000000001,-9.56,3.5410542786312926
2026-05-07,600519,1343.21,1339.35,1355.91,1338.33,4046147,5434822.91,1.31,-0.29,-3.86,2.997032623141588
2026-05-08,600519,1339.95,1341.25,1350.8,1338.32,3336853,4471204.97,0.93,0.13999999999999999,1.9,2.4716495222807966
2026-05-11,600519,1341.15,1329.86,1341.15,1329.53,5713510,7662663.96,0.87,-0.8500000000000001,-11.39,4.232069636285012
2026-05-12,600519,1330.51,1323.23,1332.05,1319.28,5083743,6763970.92,0.96,-0.5,-6.62,3.7655931973474237
2026-05-13,600519,1323.18,1313.01,1327.19,1307.06,5696787,7537893.92,1.52,-0.77,-10.22,4.219682697165698
2026-05-14,600519,1307.06,1311.14,1337.41,1304.31,5524434,7220793.88,2.53,-0.13999999999999999,-1.88,4.092018634615247
2026-05-15,600519,1304.28,1302.13,1308.32,1296.43,5818365,7588781.75,0.91,-0.69,-9.01,4.309737070438915
2026-05-18,600519,1305.11,1292.41,1311.64,1289.1,4966097,6481308.71,1.73,-0.75,-9.72,3.678451306560432
2026-05-19,600519,1291.34,1293.68,1299.24,1287.53,4325464,5585632.16,0.91,0.1,1.27,3.2039262830106043
2026-05-20,600519,1290.46,1284.6,1302.17,1283.62,4748733,6128040.29,1.44,-0.7000000000000001,-9.08,3.517447022955177
2026-05-21,600519,1282.62,1280.69,1292.92,1280.69,3886838,4985349.42,0.95,-0.3,-3.91,2.879030417546966
2026-05-22,600519,1280.64,1260.37,1281.58,1260.29,4915714,6295261.19,1.66,-1.59,-20.32,3.641131976676534
2026-05-25,600519,1257.24,1256.15,1274.62,1247.48,4635276,5827672.95,2.16,-0.33,-4.22,3.4334079778281037
2026-05-26,600519,1255.63,1243.94,1260.07,1240.65,4593162,5767322.04,1.55,-0.97,-12.21,3.402213601575589
2026-05-27,600519,1238.7,1272.87,1288.5,1221.2,8272791,10247530.33,5.43,2.33,28.94,6.127761673372747
2026-05-28,600519,1260.17,1246.48,1273.85,1241.61,4588998,5782938.86,2.56,-2.07,-26.4,3.3991292737341237
2026-05-29,600519,1241.22,1295.34,1298.27,1240.64,7647805,9492632.49,4.64,3.92,48.86,5.664826582036034
2026-06-01,600519,1296.32,1279.32,1296.32,1271.22,4384460,5683659.95,1.94,-1.24,-16.02,3.247625371707792
2026-06-02,600519,1275.8,1277.0,1295.69,1270.92,3636185,4639061.9,1.94,-0.18,-2.33,2.693368547602965
