Date,Code,企业倍数(EV除EBITDA),市净率PB(MRQ),市现率PCF(现金净流量TTM),市现率PCF(经营现金流TTM),市盈率PE(TTM),"市盈率PE(TTM,扣除非经常性损益)",市销率PS(TTM),股息率(近12个月),MV,净利润同比增长率,净资产同比增长率,利润总额(同比增长率),基本每股收益(同比增长率),总资产同比增长率,现金净流量同比增长率,经营活动产生的现金流量净额(同比增长率),营业利润(同比增长率),营业总收入(同比增长率),营业收入(同比增长率),Next_Ret
2020/3/31,000012,7.506635908897103,1.429268661533264,-10.51305485,6.124478062349165,25.83480644226074,37.09959434132769,1.348269393037555,1.042964744111232,109.4402764604818,-17.61801249,3.96321741157404,-17.4146,0,6.35040557830741,22319.3898046859,-108.1624,-7.69,-21.9891,-21.9891,0.1435
2020/3/31,000014,31.94303897743285,1.769981437813548,-31.22128296,48.55208491962103,74.80774688720703,137.0204840153441,3.60007252554084,0.843989769820972,15.77334562,243.785159283544,2.37924633170135,245.1069,214.9253731343284,1.27161536574899,66.7841738560987,-142.4346,176.3609,1102.1204,1102.1204,0.385
2020/3/31,000016,18.65778023988695,2.412317614154707,8.98237419128418,-6.920289738,46.548095703125,-15.02131522,0.3463844960211369,1.197604790419161,154.4435432805436,-273.152144,-4.475830355,-251.3651,-358.028169,21.6063153467835,-3.098232221,-90.7059,-277.733,-27.5303,-27.5303,-0.1904
2020/3/31,000017,-200.294223,134.5443868581915,-184.4401398,-115.6831995,-803.6676025,-758.5031623,24.01412167934684,1.272895651749856,13.68335366832886,-51.34992308,-53.17277478,-51.3499,-57.14285714,-0.558259822,145.770332248899,107.5321,-65.0789,-66.1364,-66.1364,-0.3521
2020/3/31,000019,17.97352124166238,2.059846572036565,-86.34468842,25.63703093263599,13.53298282623291,32.05824883264736,0.5013560521485602,1.275510204081633,87.909253144224,-30.55248854,4.88902969831905,-32.301,-31.62393162,5.94347894554124,118.800624713542,235.0158,-29.7323,-34.0917,-34.0917,0.051
2020/3/31,000020,63.43980955130109,7.845773499175595,220.531005859375,29.88302340325636,415.9670104980469,526.467508814121,3.689520822181722,1.272895651749856,19.34866049825516,-255.1852975,1.48077900116447,-241.797,-255.5555556,7.02155522014972,-487.6181988,-59.1252,-175.2079,-38.9942,-38.9942,0.2646
2020/3/31,000021,24.84344769622763,3.916301279564046,-41.43426514,-20.5125029,69.97102355957031,530.2640589392158,1.869508899852292,0.5813953488372093,253.0566104,-8.220755099,8.61826069670879,-4.0373,-22.22222222,19.9275925321111,11.5661128079714,1473.558,-3.046,-8.739,-8.739,0.2727
2020/3/31,000023,11.0702850022545,4.173218126607424,27.51321601867676,13.88862579072562,28.51471328735352,35.31850212685245,1.057832371507254,0.4178272980501393,19.92539606,-155.9995704,3.5882266285921,-137.0588,-177.3743017,5.23855317769612,16.1561999784325,-1367.1907,-142.9392,-48.2025,-48.2025,0.1267
2020/3/31,000025,19.74506529954017,6.870622182652871,137.5014495849609,98.94386319016243,66.49823760986328,67.83162879920832,13.93711848508586,0.2291325695581015,71.29639281600001,-70.66112181,19.4665722076888,-69.3962,-80.0330033,-1.115722307,176.026700440938,117.8862,-71.9452,-28.4165,-28.4165,0.0345
2020/3/31,000026,8.62370326609622,1.416748148566372,24.66579246520996,8.454654245915652,17.41847610473633,18.83428994946492,1.015278575964045,2.328172445842305,34.85384234,-120.1600064,0.125630925658596,-122.5917,-120.0408998,1.98867266523248,-176.9428786,-1094.8172,-122.8654,-34.1428,-34.1428,0.0518
2020/3/31,000027,8.103595236133003,0.890164881578491,25.61118698120117,6.151845979007668,11.85180377960205,12.99306787601424,0.9725578909471306,0.929368029739777,213.2896479,-41.57409166,12.2640233798223,-36.4148,-42.99568966,18.7029666762237,7497.63848061241,-48.0042,-29.9711,-9.8136,-9.8136,0.0442
2020/3/31,000028,4.581763657451434,1.373595849075527,21.71292495727539,9.338221070724211,13.45380210876465,14.09540364933415,0.3286275697314626,1.001248546557056,159.099852551654,-14.41280534,9.59894963151992,-12.5787,-17.14285714,19.5342749950975,-86.18693554,12.6975,-12.3011,6.2339,6.2339,0.1417
2020/3/31,000030,6.929567891746596,1.528599581577664,-26.30903435,59.3126923904407,11.67187595367432,12.6254346088164,1.084016577350952,2.685660606515157,96.53767979143696,-44.51893078,5.39861180984985,-43.1209,-39.37777778,4.59003317254192,104.819732240892,215.3955,-41.5839,-11.0941,-11.0941,0.2148
2020/3/31,000031,7.713544807566828,1.188006427796728,2.88295841217041,5.672917352404459,9.695531845092773,18.73801548322266,0.6825294622144223,1.872675141421798,230.6036576,-74.26474843,15.3190424439376,-63.56,-86.66666667,14.6327666993673,-9.131162365,-1856.4264,-63.5198,-35.1618,-35.1618,-0.0539
2020/3/31,000032,24.29609692082402,4.20373256919012,-140.7597961,27.09568396038065,53.81739044189453,66.72465736888732,4.131366901269736,0.5536332179930796,59.71024101,-44.38229731,6.70064783222088,-52.9177,-34.73684211,5.3371075484841,79.9479733069197,-413.814,-54.1307,-35.565,-35.565,0.5107
2020/3/31,000034,17.21542586893611,3.759433256858742,7.839532852172852,10.96057310885862,23.43390274047852,28.2349253048991,0.1893565744738582,0.999810451023662,164.3679001,-13.13355817,13.0518769824574,-12.8843,-12.92484442,11.3748111793318,359.58557815874,275.8255,-12.8501,-17.4181,-17.4181,-0.0231
2020/3/31,000035,8.384860712040217,1.173317336517511,5.779085159301758,8.398245320107797,26.46839904785156,25.50044339693957,0.8606983166395961,1.802311896188789,116.5985111,27.1730651393724,34.9014097269226,45.0276,11.42857142857143,15.0846198326164,61.136345232425,100.6071,46.8801,54.8187,54.8187,0.1039
2020/3/31,000036,0.9357527474317019,1.055316756742158,3.298734903335571,2.454615199421447,5.961007118225098,7.841346290645661,1.73823575798766,13.69550331528415,50.00857664,52.7381742202675,3.3683194301666,55.3529,-12.5,11.9579447508574,149.651266318337,-34.008,56.6835,67.2363,67.2363,0.3056
2020/3/31,000037,29.71434541546704,3.367787610002208,-47.01382065,33.23535796268608,270.8696594238281,459.2830241676344,5.516959817579052,0.158856235107228,46.98857313986352,53.8824517547888,2.01339478064241,53.0004,60,2.00148997044603,185.205833909293,549.6769,53.1373,49.5125,49.5125,0.1269
2020/3/31,000038,22.45296914227208,1.685725680324191,-10.20314503,-6.576384481,-1.606089354,-1.606189686,2.285278978160583,3.046458492003046,44.43608062,305.266618303201,5.28319075598615,197.7122,345.0549450549451,0.214013246729497,117.816107877332,152.931,166.9847,-56.1825,-56.1825,0.4294
2020/3/31,000039,8.89464635548337,0.7844366333918178,-14.76266384,7.813578966868088,17.92767143249512,22.27063129816936,0.3221862286021796,5.319170068370182,253.9344231975284,-233.8146736,-0.783334125,-184.238,-294.4556452,8.26922075082509,933.349834604805,-140.8864,-193.9369,-17.0023,-17.0023,-0.0467
2020/3/31,000040,98.61776926827532,0.3404042810007178,12.38124561309814,4.463468474801108,-23.08392715,-15.97632452,0.5036954940775639,2.265861027190333,49.2155251,-409.9938331,-7.914047715,-263.3576,-388,-9.122156006,-0.118753033,-278.0659,-198.8941,-74.8642,-74.8642,-0.1118
2020/3/31,000042,8.408868446945217,0.8012319717478562,-7.635907173,2.98049498818348,9.908658027648926,-75.0534594,1.307259323705181,1.09051254089422,60.96501545,-147.967423,-0.149261014,-131.5437,-132.2821101,2.90120785759511,127.639824214806,2147.0899,-128.0349,-51.8836,-51.8836,0.0971
2020/3/31,000045,23.95495285140711,1.280925123297195,-4.03971529,9.119405009458951,177.5445861816406,-84.84881951,1.618981624190168,0.3665689149560119,33.02214848,-232.7970531,7.49079534682082,-187.7263,-156.1576355,-1.590730144,69.8466881979132,-458.9112,-187.9121,-35.2205,-35.2205,0.1618
2020/3/31,000046,21.27600270538427,0.8964076856738561,-4.9535923,3.808128953905743,12.76901245117188,-25.81622082,4.856238445329343,3.797468354430379,205.2499259,-106.1327127,-5.285709953,-107.2577,-105.782652,-2.441182929,-116.9031358,-555.4979,-107.1049,53.2573,-76.7925,-0.0456
2020/3/31,000048,5.092755008179982,7.077427182981804,-12.62480927,7.659599857822217,14.56904220581055,17.02346281045285,2.680591544729886,1.923076923076923,94.38431092,-44.17756342,99.2346073154451,-46.5861,-46.4246824,19.1785563810525,-77.99681873,-70.7507,-46.6692,-42.4586,-42.4586,0.0456
2020/3/31,000049,7.02823667656533,3.430217654051775,-81.24986267,8.035923210582093,15.16701030731201,15.96157849701361,0.3904192379919184,0.7262238967123854,70.65442866,-29.42229304,23.7689106735559,-30.9376,-31.04594921,5.15409688154043,12.7834182268543,-31.0093,-30.454,-16.6896,-16.6896,0.4578
2020/3/31,000050,9.612529967784882,1.022250750352562,-58.69893646,5.734808948706814,32.91853332519531,110.8159362874091,0.9015754327885678,0.5251312828207051,273.0148027,4.09687411329789,2.75195530595161,4.2062,4.104741684359518,6.91806050870651,-129.8205903,-73.6573,4.6504,-5.2612,-5.2612,0.1583
2020/3/31,000055,9.569491482458382,0.9028911737292781,-14.00991344,-34.0456983,2.191974878311157,-31.37755577,1.552124989829807,4.140786749482403,37.48772276723876,35.3867737887477,6.04014016376568,23.7897,33.33333333333334,6.56321136753365,121.333047208996,-14.4706,27.9151,-38.2764,-38.2764,0.0887
2020/3/31,000056,16.53802344322255,0.7241580878230959,-107.469101,22.34288358250275,68.4096450805664,419.9445419495819,3.997514393421156,0.2972406304449781,34.88902617481701,-93.97725817,0.9194327747303,-84.9105,-92.5,-5.954296242,8813.84732351536,-95.2935,-105.2314,-36.5462,-36.5462,0.1786
2020/3/31,000058,16.95096954893625,3.945624565972897,-46.01064682,42.15318641768503,173792.3906,-280.2398689,5.961431870181486,0.5691026988696741,65.81308436169101,-118.6885344,-1.691289303,-108.3402,-119.5473251,-6.685715977,81.7312729063153,-201.3349,-109.3843,-48.9042,-48.9042,0.278
2020/3/31,000059,5.203240130278762,0.6565039546403038,-12.00113392,10.81821633338254,9.793309211730957,10.21738282404271,0.2291566105624619,4.440497335701599,90.04861483309999,-327.2060519,-5.839707439,-293.5738,-335.226791,1.80543592362731,-0.239045694,-323.433,-295.4886,-33.7095,-33.7095,-0.1554
2020/3/31,000060,7.390972324616953,1.162177174148118,216.5480651855469,5.720966088884102,14.91374588012695,19.04310295362978,0.557359138413136,2.247191011235955,127.0807976,-45.46956987,4.10203458856399,-49.8892,-42.85714286,2.66344063890676,-93.90859154,1842.3808,-54.0042,47.1416,47.1816,0.0652
2020/3/31,000061,12.99478089455263,2.43372623062682,-439.1568298,11.12490241989093,76.93184661865234,204.6170540902898,4.530585608768899,0.138121546961326,122.8602031,27.2251075569853,5.29351089827674,40.6863,-5.666666667,-1.268293506,-634.3542729,-99.6269,41.7781,15.9375,15.9375,0.0318
2020/3/31,000062,12.34604119935261,2.408888903172889,41.88536834716797,17.96480116253429,19.80485916137695,20.39781147046003,0.8692059617152923,1.445212013016781,124.7769821,-7.084614944,11.4479506057522,-14.5453,-4.343971631,11.7596610098162,-54.96533262,-41.542,-11.3877,9.6746,9.6746,0.2313
2020/3/31,000063,16.03237040351981,6.84756558550863,26.77729225158691,26.50808269905785,38.3447151184082,407.2495755205281,2.175460711700602,1.042435334207375,1816.60139900445,-27.05808857,38.8906602040831,-25.8646,-14.28571429,4.13131781346421,-24.79879207,-70.447,-28.2422,-3.2309,-3.2309,-0.0624
2020/3/31,000065,5.146336015018422,1.202784795348026,-5.797520638,-10.23485256,8.624934196472168,9.114658538587939,0.5499661321894868,1.109570041608877,55.48134006,4.55434563986165,19.1863777976854,25.2348,41.99999999999998,45.2578435629084,235.373405324396,-129.6285,25.6718,3.7441,3.7441,0.0266
2020/3/31,000066,22.39604523815298,5.586774340464899,72.39509582519531,-46.65437325,36.58038711547852,70.40083723477933,3.210876549390973,0.4199021934930476,349.6249371,-562.6733493,27.2996698214744,-410.0195,-605.2631579,54.0981416193583,414.299690431205,-124.9022,-400.9936,-41.6371,-41.6371,0.1055
2020/3/31,000068,58.29234118019423,6.830602004232023,25.9803466796875,-2894.722624,-19.70998001,-18.53869924,18.21794266023672,0.9879823168566295,30.8041468,6.94942067795588,1.6525498012515,6.5815,7.394366197183103,4.84265131495521,-69.47630587,175.1782,6.9999,39.3085,39.3085,0.1438
2020/3/31,000069,6.349819674256788,0.8408783094180616,48.45413970947266,7.481619429405462,4.559295177459717,5.444814675851013,0.9805610297391518,4.695737157180825,524.1401599,-37.94429134,10.2527974906447,-29.9268,-29.97946612,17.899390895922,-74.43520431,-1905.9381,-29.6282,-13.9107,-13.9107,-0.004
2020/3/31,000070,13.60450005373255,2.794199119714141,49.24337387084961,20.86332322735101,36.03807830810547,46.55771762167469,1.573756159256621,0.3784893099605415,74.54573439,-275.5670517,21.2707012003527,-248.5437,-239.7941681,1.23534233709286,-30.73244335,21.0496,-241.3274,-48.4957,-48.4957,0.0722
2020/3/31,000078,9.43449555498537,1.979818157935435,131.8344879150391,-43.77214231,33.06148910522461,115.0490776369092,0.3059897573994239,0.4376367614879649,126.2500548,-31.58023702,-1.692528619,-34.653,-41.66666667,11.2288643987016,30.6533799950609,-61.1573,-31.07,-23.5176,-23.5176,-0.0832
2020/3/31,000088,17.6041485722012,1.235119078480684,-296.6157532,40.7014820633327,23.59326553344727,22.55200394768104,14.75023166215678,0.6094808126410836,86.03946,-66.88062299,4.5578304648657,-71.1714,-66.66666667,5.9539294060558,10.7783958596413,-87.3781,-71.1321,-24.0874,-24.0874,0.3397
2020/3/31,000089,11.28938614829397,1.298881050735076,28.66120338439941,16.26090315467878,26.38948822021484,25.28871654629163,4.116024475905371,0.9881236464245793,156.6787905,-167.5388432,1.10689966407512,-165.8748,-170.1067616,2.11366051015877,772.750496879435,451.8388,-166.3847,-38.4353,-38.4353,0.0131
2020/3/31,000090,8.106955488837576,1.250780528930837,2.130769968032837,1.749988610101952,10.14656639099121,11.09390560080666,0.7470091246102363,4.135649298267598,86.88736268,1443.73345914454,18.2787846881474,1276.6714,1442.228739002933,24.9905387980888,-101.4715161,-12514.7781,1283.2857,221.0582,221.0582,0.5677
2020/3/31,000096,31.41935497984415,2.072437505296075,50.31853103637695,53.86429867919296,45.03133392333984,49.08002487127642,3.46450982429717,0.1877934272300469,56.232,-78.68991072,9.18431883001515,-62.3042,-82.14285714,11.0929144415956,-22.49084183,-96.5556,-62.4398,-25.2537,-25.2537,0.0244
2020/3/31,000099,6.657321210162915,1.115755568335014,20.1407470703125,4.764603989361013,17.25394058227539,20.04643424407613,2.327986117761523,0.4152823920265781,36.48543928399999,1.90863572345802,6.29536505466894,11.2736,5.322128851540612,-5.001936548,-530.5518184,214.4356,11.4245,-4.3564,-4.3564,0.1561
2020/3/31,000100,8.226877882856732,1.859983951108972,-6.944851875,4.874435887828962,21.39525032043457,238.2098419579053,0.7474366703247748,2.387309216744288,560.0773629665999,-73.10566383,-2.228175755,-75.6913,-45.32871972,-13.03669273,129.985744109401,2.4636,-86.1986,-53.4937,-53.5754,0.5217
2020/3/31,000150,-6.812722344,1.847743735235349,575.5762939453125,351.3712499054971,-173.8096161,-132.1666711,2.325195939385925,0.5783690001596681,44.67480565,-203.7409082,-69.88424626,-185.1305,-174.3498818,-28.37427211,-991.5438041,-672.7986,-186.1461,-24.9402,-24.9402,-0.3006
2020/3/31,000151,89.04537430895266,2.531874904571531,-13.66238308,-4.562129908,274.294189453125,-22.55908811,2.028046161163197,2.466091245376079,24.003978,1142.48355442868,-4.531569888,964.5609,1173.684210526316,0.719562806954049,-3782.21769,18.7116,964.5636,-36.3594,-36.3594,0.0703
2020/3/31,000153,11.00695525704712,1.702038634262007,-252.3034668,9.904354219285379,28.18275833129883,79.99659800080002,0.7084826501815557,1.390820584144645,22.44295444,29.3868459237669,3.26014280245957,15.7639,29.24528301886794,17.3925123517857,85.3691935815887,24.5254,14.8246,-2.0059,-2.0059,0.0737
2020/3/31,000155,10.8227820064522,1.416609562124904,-37.84693909,7.042098851854876,9.265836715698242,14.94595409588114,1.869584056073816,0.7062146892655368,50.038,-14.14121527,6.94080211167941,-11.6886,-16.66666667,0.528995074276393,-136.8554351,-22.3613,-11.2178,-44.0406,-44.0406,0.2513
2020/3/31,000156,6.880657919578571,1.230442295910337,-48.54790878,10.78083695684875,20.03330039978027,23.86632029067104,3.771352753406731,2.357984994640944,133.7317325,-37.12343089,2.20089840861398,-43.4471,-37.16258632,3.90068153823517,-428.2543573,-155.9729,-43.3927,3.4725,3.4725,0.1608
2020/3/31,000157,8.128769316290535,1.152733081538775,-12.17006874,7.203154088443374,10.24805641174316,12.74762092257093,1.034440707381266,4.160960546593721,440.5383754160706,7.02838897681807,2.26111264235051,12.4521,7.692307692307699,2.16461356634091,566.944523635262,-82.9104,12.7407,0.5537,0.5537,0.1301
2020/3/31,000158,30.55125090699083,2.346790605172625,48.22961807250977,21.04305641477342,73.97730255126953,-105.8628817,1.30988287665937,0.7309941520467835,138.7599314,-563.7510547,-3.150032222,-650.4248,-595.505618,2.53982814322327,70.1808694706869,45.7985,-459.8174,-41.0138,-41.0138,0.2028
2020/3/31,000159,34.27962316540117,1.124480456584829,-331.960022,-19.09977371,110.40087890625,-41.88889406,6.064245264298624,0.5988023952095809,24.08236825,-230.5112914,-0.209270584,-247.9548,-216.5991903,0.10180089091602,41.0783396895081,68.1268,-243.786,-73.493,-73.493,-0.0559
2020/3/31,000166,178.0312647564615,1.327138711154304,10.7396821975708,10.9160893812467,19.25339508056641,19.66214796231938,4.490070616283705,1.133786848072562,1035.475022,6.3982186669049,18.805321288149,1.9884,0,10.9389037920718,55.6928725761439,20.02,2.281,41.0517,41.0517,0.1451
2020/3/31,000301,7.593944978825471,1.427135343697408,8.333096504211426,4.562643408854758,13.87654209136963,17.04593881145027,0.8082024301616093,2.09643605870021,192.1858387,-45.13540531,14.8105699983699,-63.4,-44.44444444,69.7712976452911,759.256613475717,-727.2011,-64.9351,-24.0458,-24.0458,0.1866
2020/3/31,000333,9.628080805303096,3.444237310260533,23.22493934631348,8.889911892636443,14.3093376159668,14.4575754373313,1.231198855721716,2.530275885336909,3383.658618,-26.46063555,18.2955063341505,-28.3497,-25.53191489,8.15974739397766,356.511764111885,-35.2467,-28.4044,-22.7078,-22.8609,0.2679
2020/3/31,000338,4.482376752842515,2.098205719236666,12.00270366668701,3.981135005963466,10.42170238494873,11.40123465445255,0.544211092387024,3.595317725752508,938.0681187124002,-23.15441654,12.6139278710412,-27.1297,-21.21212121,8.36858256514649,-47.91522763,-644.8625,-27.0987,-13.7408,-13.7408,0.1472
2020/3/31,000400,16.8790611033858,1.656206186295466,136.392333984375,14.09302498197868,42.48313522338867,47.26091517901793,1.41997637049296,0.3666921313980138,131.9900447,51.0989181619577,5.00890942830487,48.0957,52.79999999999998,5.54118713804796,128.304167721808,10.8683,43.4052,-11.153,-11.153,0.013
2020/3/31,000401,3.28667284305911,2.136536747110822,-6.470462322,3.215063992201957,9.784878730773926,10.11019993449217,0.7657837501344916,2.039775624681286,264.2492434,-465.9230855,6.7648059970559,-376.226,-845.4545455,-4.460520745,169.776724313921,-163.861,-385.3502,-38.4512,-38.4512,-0.1566
2020/3/31,000402,13.37284918246434,0.6025549208047727,-34.21997833,2.365553841725425,5.425376892089844,5.515871267950593,0.7300960562179767,4.587155963302752,195.4760159,-64.22043684,7.2314369024501,-60.4036,-70,9.40087461122937,-237.5943861,-316.9713,-60.3628,-42.3709,-42.3709,0.0153
2020/3/31,000403,38.63753823955727,13.403448758185,395.7770385742188,61.66395936685433,62.67687606811523,97.1306555294743,11.20118056355907,0.193967958865096,102.5436927,3.57075674413282,24.639751342602,5.0058,2.687569988801791,15.4800617634667,1252.73524249462,381.5925,57.9496,18.7989,18.7989,0.9705
2020/3/31,000404,4.591864548618245,0.7483209737376025,0.8691765069961548,2.260186113721968,34.47465133666992,350.2272645900881,0.2677691159075337,0.5714285714285713,24.35985927,-18.60301955,0.014132783338468,-19.4977,-37.23404255,1.14422041825243,-114.4024682,-99.0981,-21.1941,-4.0534,-4.0534,0.0143
2020/3/31,000407,8.101690799673424,1.308125097030572,-807.0691528,5.362757767842354,23.74555206298828,25.46071102098981,0.5923965734496603,0.2083333333333334,31.68304762,-46.26558232,5.99207299696321,-38.8471,-50,3.04890045902765,-618.9994453,-448.1655,-38.9986,-45.3764,-45.3764,-0.0986
2020/3/31,000408,14.13354198632492,1.515451006450677,-18.21795654,14.09943963330557,26.33467864990234,30.36834020609646,5.893192102316991,2.469135802469136,118.2311257,-318.9627494,-4.02803121,-281.379,-326.904376,-8.706124164,-126.820034,68.3184,-275.8096,-25.2693,-25.2693,0.0776
2020/3/31,000409,-3.382347118,4.038224636097434,16.29181098937988,-89.22450094,-4.70305872,-4.705466468,0.9624422219866684,0.6806406584319531,21.3569224,57.7068472649281,-45.61915653,57.4242,61.09253065774804,-20.91050795,-210.8330283,-771.042,55.9147,-6.4608,-6.4608,-0.0335
2020/3/31,000410,-3.264229912,-3.161159395,45.37807846069336,16.61531476266662,-2.604659081,-2.63020026,4.7059435237216,0.110803324099723,82.51776126,51.5330752184023,273.607296912103,51.5814,77.96610169491525,-64.0416728,-5178.588288,-859.8745,50.7785,-53.5922,-53.5922,-0.1
2020/3/31,000411,6.743720338529596,1.900736335442974,33.75979614257812,6.53545787532471,19.89339828491211,25.22687822168824,0.1202436851640811,0.9527997662301587,28.30447061,0.0187423258905983,61.3101792862712,0.1371,-9.319727891,16.8402312527444,45.2716124173851,-4.1528,-6.0612,-0.7147,-0.7147,0.096
2020/3/31,000413,37.82702839023504,0.5165117757405226,-3.652131081,16.67720430005766,8.667618751525879,9.79026122982362,0.7310755393164116,2.333333333333333,168.541996026538,-173.961946,-6.882674443,-156.1639,-175,-2.796170937,-105.0784924,-75.1009,-155.8824,-72.9948,-72.9948,-0.11
2020/3/31,000415,9.336878033438117,0.466639447748988,-8.979934692,0.9329667788387287,9.317778587341309,25.90008811578213,0.469685166193532,1.53061224489796,179.3511172,-57.98066131,4.30844041859749,-63.149,-69.95121951,15.9016228115459,10440.3773771791,0.3223,-63.155,23.7062,23.7062,0.0276
2020/3/31,000416,42.05504868093093,2.678876156615687,384.8301086425781,-25.56578344,83.34622955322266,168.1667838588392,342.2620069678296,0.6741573033707865,23.66828148,-6.068561566,1.30953781888603,-25.9275,-5,1.43128735060339,2720.69263441331,200.1367,-25.9275,-4.7739,-6.5753,0.1348
2020/3/31,000417,4.371226494628246,0.9810290379417513,-7.287089348,-9.88927148,24.38268852233887,36.61901924797835,0.3567495874050381,3.006012024048096,38.91622158,-57.02311441,-1.454223444,-55.9501,-50.26007802,-0.966839718,-35.59303428,-2080.3264,-55.2066,-50.5949,-50.5949,0.1323
2020/3/31,000419,5.174388536850768,0.7929186578159801,50.19552993774414,-41.01674955,13.20115280151367,14.1520132868969,0.6360234943017129,3.883495145631068,22.39560539,-48.89191416,-7.380839732,-47.1197,-56.53846154,-10.84167387,-982.2850428,-599.2884,-55.4967,-56.9585,-59.3633,0.0413
2020/3/31,000420,10.27922834853654,1.379026941031096,-13.49654675,20.31381021760763,48.03070068359375,48.55470329855252,1.612249896592513,1.124048671096958,41.38483977600001,-6.721273958,2.97915545158108,-5.6203,-17.70833333,17.4644310987897,1263.88637325091,-74.7906,-10.4769,-12.2819,-12.2819,-0.019
2020/3/31,000421,7.72330970327897,0.9052747750627523,-3.709204912,-12.04833156,21.04573440551758,22.72785546724108,0.6335221213620442,2.444987775061125,23.4212596,-13.4533395,1.51233767805224,-22.7996,-45.32374101,13.7644736200254,132.613896115335,-304.1351,-31.0505,-27.5394,-27.5394,0.0171
2020/3/31,000422,7.330116314843322,18.85871267089068,-14.81723976,1.05931901294026,50.46078109741211,-5.055967782,0.1794827610745564,0.1680672268907563,23.61389453,-4000.723732,-98.67001136,-3551.73,-10650,-4.466192233,-1173.571222,-27.4971,-33565.1712,-19.0815,-19.0815,-0.0304
2020/3/31,000423,-45.78909052,1.687683155301212,-78.75859833,-15.03089696,-37.92276382,-31.36134077,5.689984198578787,3.885003541205373,168.3451436,-121.5918419,-16.47477447,-119.3668,-121.4737192,-18.66769595,125.626287465335,134.1545,-119.8985,-66.1137,-66.1137,0.3912
